10.0	200.0	0.1	2.5	0.25	3.0	2.0	2304.0	1955.0	9014.0	7496.0
10.0	200.0	0.1	2.5	0.25	3.0	2.0	2253.0	1955.0	9243.0	7496.0
10.0	200.0	0.1	2.5	0.25	3.0	2.0	2301.0	1955.0	8927.0	7496.0
10.0	200.0	0.1	2.5	0.25	3.0	2.0	2236.0	1955.0	8489.0	7496.0
10.0	200.0	0.1	2.5	0.25	3.0	2.0	2273.0	1955.0	8923.4	7496.0
10.0	200.0	0.1	2.5	0.25	5.0	2.0	2299.0	1955.0	8560.0	7496.0
10.0	200.0	0.1	2.5	0.25	5.0	2.0	2309.6	1955.0	9033.2	7496.0
10.0	200.0	0.1	2.5	0.25	7.0	2.0	2306.8	1955.0	9053.8	7496.0
10.0	200.0	0.1	2.5	0.25	10.0	2.0	2259.2	1955.0	9079.6	7496.0
10.0	200.0	0.1	2.5	0.25	15.0	2.0	2190.0	1955.0	8969.0	7496.0
10.0	200.0	0.1	2.5	0.25	15.0	2.0	2242.2	1955.0	8839.2	7496.0
10.0	200.0	0.1	2.5	0.5	3.0	2.0	2331.8	1955.0	9159.6	7496.0
10.0	200.0	0.1	2.5	0.5	5.0	2.0	2329.0	1955.0	9289.0	7496.0
10.0	200.0	0.1	2.5	0.5	7.0	2.0	2325.8	1955.0	9156.0	7496.0
10.0	200.0	0.1	2.5	0.5	10.0	2.0	2304.4	1955.0	9393.0	7496.0
10.0	200.0	0.1	2.5	0.5	15.0	2.0	2354.2	1955.0	9257.6	7496.0
10.0	200.0	0.1	2.5	0.75	3.0	2.0	2384.8	1955.0	9687.0	7496.0
10.0	200.0	0.1	2.5	0.75	5.0	2.0	2420.0	1955.0	9614.2	7496.0
10.0	200.0	0.1	2.5	0.75	7.0	2.0	2411.8	1955.0	9615.4	7496.0
10.0	200.0	0.1	2.5	0.75	10.0	2.0	2415.2	1955.0	9722.8	7496.0
10.0	200.0	0.1	2.5	0.75	15.0	2.0	2172.0	1955.0	9931.0	7496.0
10.0	200.0	0.1	2.5	0.75	15.0	2.0	2300.4	1955.0	9724.6	7496.0
