5.0	50.0	0.5	5.0	0.25	5.0	0.0	2089.0	1955.0	8098.0	7496.0
5.0	50.0	0.5	5.0	0.25	5.0	0.0	2100.0	1955.0	7943.0	7496.0
5.0	50.0	0.5	5.0	0.25	5.0	0.0	2088.0	1955.0	8234.0	7496.0
5.0	50.0	0.5	5.0	0.25	5.0	0.0	2087.0	1955.0	8470.0	7496.0
5.0	50.0	0.5	5.0	0.25	5.0	0.0	2103.9	1955.0	8178.5	7496.0
5.0	50.0	0.5	5.0	0.25	5.0	1.0	2069.0	1955.0	8363.0	7496.0
5.0	50.0	0.5	5.0	0.25	5.0	1.0	2151.0	1955.0	8426.0	7496.0
5.0	50.0	0.5	5.0	0.25	5.0	2.0	2096.0	1955.0	7872.0	7496.0
5.0	50.0	0.5	5.0	0.25	5.0	2.0	2134.0	1955.0	7785.0	7496.0
5.0	50.0	0.5	5.0	0.25	5.0	2.0	2104.1	1955.0	8192.4	7496.0
5.0	50.0	0.5	5.0	0.25	10.0	0.0	2127.3	1955.0	8305.5	7496.0
5.0	50.0	0.5	5.0	0.25	10.0	1.0	2068.0	1955.0	8700.0	7496.0
5.0	50.0	0.5	5.0	0.25	10.0	1.0	2158.9	1955.0	8357.5	7496.0
5.0	50.0	0.5	5.0	0.25	10.0	2.0	2057.0	1955.0	7961.0	7496.0
5.0	50.0	0.5	5.0	0.25	10.0	2.0	2121.7	1955.0	8237.2	7496.0
5.0	50.0	0.5	5.0	0.25	15.0	0.0	2108.0	1955.0	8110.6	7496.0
5.0	50.0	0.5	5.0	0.25	15.0	1.0	2124.3	1955.0	8385.2	7496.0
5.0	50.0	0.5	5.0	0.25	15.0	2.0	2268.0	1955.0	7740.0	7496.0
5.0	50.0	0.5	5.0	0.25	15.0	2.0	2139.1	1955.0	8186.3	7496.0
5.0	50.0	0.5	5.0	0.5	5.0	0.0	2046.0	1955.0	8089.0	7496.0
5.0	50.0	0.5	5.0	0.5	5.0	0.0	2090.6	1955.0	8184.0	7496.0
5.0	50.0	0.5	5.0	0.5	5.0	1.0	2133.1	1955.0	8320.8	7496.0
5.0	50.0	0.5	5.0	0.5	5.0	2.0	2108.7	1955.0	8159.9	7496.0
5.0	50.0	0.5	5.0	0.5	10.0	0.0	2040.0	1955.0	8487.0	7496.0
5.0	50.0	0.5	5.0	0.5	10.0	0.0	2081.7	1955.0	8111.1	7496.0
5.0	50.0	0.5	5.0	0.5	10.0	1.0	2125.9	1955.0	8365.7	7496.0
5.0	50.0	0.5	5.0	0.5	10.0	2.0	2114.5	1955.0	8159.0	7496.0
5.0	50.0	0.5	5.0	0.5	15.0	0.0	2062.0	1955.0	7718.0	7496.0
5.0	50.0	0.5	5.0	0.5	15.0	0.0	2093.3	1955.0	8124.8	7496.0
5.0	50.0	0.5	5.0	0.5	15.0	1.0	2123.0	1955.0	7686.0	7496.0
5.0	50.0	0.5	5.0	0.5	15.0	1.0	2133.5	1955.0	8244.8	7496.0
5.0	50.0	0.5	5.0	0.5	15.0	2.0	2121.5	1955.0	8120.1	7496.0
5.0	50.0	0.5	5.0	0.75	5.0	0.0	2038.0	1955.0	8146.0	7496.0
