20	200	0.5	5	0.5	5	2	2082	1955	7547	7496
20	200	0.5	5	0.5	15	2	2083	1955	7547	7496
20	100	0.5	5	0.5	5	2	2043	1955	7570	7496
50	50	0.5	5	0.5	5	2	2060	1955	7574	7496
5	200	1	5	0.75	5	2	2094	1955	7594	7496
20	200	1	5	0.75	10	2	2052	1955	7599	7496
50	200	1	5	0.5	5	2	2020	1955	7662	7496
50	200	0.5	5	0.25	5	2	2043	1955	7662	7496
20	200	0.5	10	0.25	10	2	2057	1955	7662	7496
50	200	0.5	5	0.5	15	2	2060	1955	7662	7496
50	200	0.5	10	0.25	15	2	2060	1955	7662	7496
50	200	0.5	5	0.75	10	2	2061	1955	7662	7496
5	50	0.5	10	0.25	15	2	2077	1955	7662	7496
50	200	0.5	10	0.75	10	2	2082	1955	7662	7496
50	50	0.5	10	0.25	15	2	2085	1955	7662	7496
10	200	0.5	5	0.5	5	2	2094	1955	7662	7496
50	200	0.5	5	0.25	10	2	2045	1955	7663	7496
50	100	0.5	5	0.75	15	2	2070	1955	7663	7496
20	200	1.5	10	0.5	10	2	2069	1955	7668	7496
50	200	0.5	5	0.25	15	2	2070	1955	7668	7496
5	200	1	15	0.25	15	2	2160	1955	7671	7496
5	100	0.5	5	0.25	15	2	2154	1955	7673	7496
20	100	0.5	10	0.75	15	2	2085	1955	7674	7496
10	200	1	5	0.5	10	2	2090	1955	7674	7496
50	100	0.5	5	0.25	15	2	2040	1955	7676	7496
50	200	1	5	0.5	10	2	2020	1955	7679	7496
50	200	1	5	0.75	10	2	2020	1955	7679	7496
50	200	1.5	5	0.75	5	2	2020	1955	7679	7496
50	200	1	5	0.75	15	2	2032	1955	7679	7496
50	200	1	10	0.5	15	2	2036	1955	7679	7496
10	100	0.5	5	0.5	5	2	2038	1955	7679	7496
20	200	1	10	0.5	15	2	2038	1955	7679	7496
50	50	1	5	0.25	15	2	2038	1955	7679	7496
50	200	1	5	0.5	15	2	2038	1955	7679	7496
20	200	0.5	10	0.5	5	2	2039	1955	7679	7496
20	200	0.5	5	0.75	5	2	2041	1955	7679	7496
50	100	1.5	10	0.75	15	2	2045	1955	7679	7496
50	200	1	10	0.75	5	2	2055	1955	7679	7496
50	200	0.5	10	0.25	5	2	2058	1955	7679	7496
50	100	1.5	5	0.75	15	2	2059	1955	7679	7496
50	100	0.5	5	0.25	10	2	2061	1955	7679	7496
50	50	1	5	0.75	15	2	2068	1955	7679	7496
20	50	1	5	0.25	5	2	2069	1955	7679	7496
20	200	1	15	0.25	15	2	2069	1955	7679	7496
50	50	1	10	0.75	5	2	2069	1955	7679	7496
