50.0	100.0	0.942	4.186	0.49	9.0	2.0	25.0	25.0	2020.0	1955.0	7547.0	7496.0
69.0	100.0	0.718	6.629	0.432	5.0	1.0	25.0	25.0	2020.0	1955.0	7547.0	7496.0
53.0	100.0	1.601	6.178	0.579	5.0	0.0	25.0	25.0	2020.0	1955.0	7547.0	7496.0
